location,parameter,value,local_time,sensor_lat,sensor_lon
EW_East_Boston,pm25,1.4,2023-05-06 10:50:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.4,2023-05-06 10:48:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.1,2023-05-06 10:46:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.4,2023-05-06 10:44:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.5,2023-05-06 10:42:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.5,2023-05-06 10:40:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.5,2023-05-06 10:38:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.0,2023-05-06 10:36:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.2,2023-05-06 10:34:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.0,2023-05-06 10:32:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.0,2023-05-06 10:28:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.4,2023-05-06 10:22:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.2,2023-05-06 10:20:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.5,2023-05-06 10:18:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.2,2023-05-06 10:16:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.7,2023-05-06 10:14:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.2,2023-05-06 10:12:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,0.8,2023-05-06 10:10:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,0.9,2023-05-06 10:08:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.3,2023-05-06 10:06:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.3,2023-05-06 10:04:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.3,2023-05-06 10:02:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.4,2023-05-06 10:00:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.1,2023-05-06 09:58:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.1,2023-05-06 09:56:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.4,2023-05-06 09:54:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.5,2023-05-06 09:52:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.6,2023-05-06 09:50:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.2,2023-05-06 09:48:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.9,2023-05-06 09:46:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,4.7,2023-05-06 09:44:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.4,2023-05-06 09:42:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.5,2023-05-06 09:40:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.2,2023-05-06 09:38:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.5,2023-05-06 09:36:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.1,2023-05-06 09:34:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.1,2023-05-06 09:32:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,0.9,2023-05-06 09:30:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.5,2023-05-06 09:28:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,0.9,2023-05-06 09:26:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.3,2023-05-06 09:24:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.0,2023-05-06 09:22:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.3,2023-05-06 09:16:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.2,2023-05-06 09:14:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,0.8,2023-05-06 09:12:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.1,2023-05-06 09:10:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,0.8,2023-05-06 09:06:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.2,2023-05-06 09:04:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,0.7,2023-05-06 09:02:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.0,2023-05-06 09:00:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,0.8,2023-05-06 08:58:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.7,2023-05-06 08:56:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.0,2023-05-06 08:54:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.4,2023-05-06 08:52:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.1,2023-05-06 08:50:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.8,2023-05-06 08:48:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.3,2023-05-06 08:46:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.3,2023-05-06 08:44:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.5,2023-05-06 08:42:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.3,2023-05-06 08:40:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.4,2023-05-06 08:38:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.5,2023-05-06 08:36:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.7,2023-05-06 08:34:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.1,2023-05-06 08:32:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.6,2023-05-06 08:31:08-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.3,2023-05-06 08:28:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.2,2023-05-06 08:26:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.1,2023-05-06 08:24:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.4,2023-05-06 08:22:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.4,2023-05-06 08:20:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.2,2023-05-06 08:18:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.2,2023-05-06 08:16:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.1,2023-05-06 08:14:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.2,2023-05-06 08:12:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.0,2023-05-06 08:10:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,0.9,2023-05-06 08:08:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.7,2023-05-06 08:06:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.1,2023-05-06 08:04:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,0.9,2023-05-06 08:02:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.0,2023-05-06 08:00:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.9,2023-05-06 07:58:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.1,2023-05-06 07:56:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.4,2023-05-06 07:54:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.1,2023-05-06 07:52:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.3,2023-05-06 07:50:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.7,2023-05-06 07:48:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.1,2023-05-06 07:46:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.7,2023-05-06 07:44:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,0.9,2023-05-06 07:42:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.0,2023-05-06 07:40:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.6,2023-05-06 07:38:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.2,2023-05-06 07:36:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.4,2023-05-06 07:34:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.2,2023-05-06 07:32:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.6,2023-05-06 07:30:56-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.0,2023-05-06 07:28:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.6,2023-05-06 07:26:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.1,2023-05-06 07:24:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.3,2023-05-06 07:22:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.2,2023-05-06 07:20:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.5,2023-05-06 07:18:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.5,2023-05-06 07:16:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,0.9,2023-05-06 07:14:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.4,2023-05-06 07:12:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.2,2023-05-06 07:10:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.6,2023-05-06 07:08:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.6,2023-05-06 07:06:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.8,2023-05-06 07:04:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.4,2023-05-06 07:02:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.5,2023-05-06 07:00:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.1,2023-05-06 06:58:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.8,2023-05-06 06:56:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.7,2023-05-06 06:54:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.1,2023-05-06 06:52:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.0,2023-05-06 06:50:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.4,2023-05-06 06:48:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.3,2023-05-06 06:46:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.9,2023-05-06 06:44:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.8,2023-05-06 06:42:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.8,2023-05-06 06:40:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.2,2023-05-06 06:38:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.3,2023-05-06 06:36:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.0,2023-05-06 06:34:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.9,2023-05-06 06:32:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.0,2023-05-06 06:30:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.0,2023-05-06 06:28:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.8,2023-05-06 06:26:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.8,2023-05-06 06:24:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.5,2023-05-06 06:22:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.6,2023-05-06 06:20:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.7,2023-05-06 06:18:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.8,2023-05-06 06:16:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.8,2023-05-06 06:14:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.0,2023-05-06 06:12:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.5,2023-05-06 06:10:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.6,2023-05-06 06:08:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.8,2023-05-06 06:06:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.1,2023-05-06 06:04:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.6,2023-05-06 06:02:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.1,2023-05-06 06:00:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.6,2023-05-06 05:58:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.1,2023-05-06 05:56:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.7,2023-05-06 05:54:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.9,2023-05-06 05:52:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.6,2023-05-06 05:50:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.9,2023-05-06 05:48:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.0,2023-05-06 05:46:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.5,2023-05-06 05:44:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.7,2023-05-06 05:42:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.8,2023-05-06 05:40:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.1,2023-05-06 05:38:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.0,2023-05-06 05:36:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.2,2023-05-06 05:34:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.1,2023-05-06 05:32:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.8,2023-05-06 05:30:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.8,2023-05-06 05:28:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.1,2023-05-06 05:26:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.2,2023-05-06 05:24:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.3,2023-05-06 05:22:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.1,2023-05-06 05:20:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.0,2023-05-06 05:18:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.0,2023-05-06 05:16:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.9,2023-05-06 05:14:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.8,2023-05-06 05:12:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.1,2023-05-06 05:10:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.3,2023-05-06 05:08:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.8,2023-05-06 05:06:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.1,2023-05-06 05:04:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.8,2023-05-06 05:02:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.2,2023-05-06 05:00:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.2,2023-05-06 04:58:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.9,2023-05-06 04:56:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.9,2023-05-06 04:54:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.7,2023-05-06 04:52:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.3,2023-05-06 04:50:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.6,2023-05-06 04:48:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.3,2023-05-06 04:46:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.5,2023-05-06 04:44:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.6,2023-05-06 04:42:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.2,2023-05-06 04:40:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.3,2023-05-06 04:38:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.2,2023-05-06 04:36:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.2,2023-05-06 04:34:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.2,2023-05-06 04:32:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.4,2023-05-06 04:30:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.2,2023-05-06 04:28:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.5,2023-05-06 04:26:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.2,2023-05-06 04:24:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.6,2023-05-06 04:22:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.6,2023-05-06 04:20:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.1,2023-05-06 04:18:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.1,2023-05-06 04:16:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.3,2023-05-06 04:14:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.3,2023-05-06 04:10:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.4,2023-05-06 04:08:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.0,2023-05-06 04:06:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.7,2023-05-06 04:04:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.9,2023-05-06 04:02:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.1,2023-05-06 04:00:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.0,2023-05-06 03:58:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.1,2023-05-06 03:56:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.0,2023-05-06 03:54:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.7,2023-05-06 03:52:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.9,2023-05-06 03:50:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.1,2023-05-06 03:48:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.4,2023-05-06 03:46:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.1,2023-05-06 03:44:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.6,2023-05-06 03:42:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.1,2023-05-06 03:40:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.8,2023-05-06 03:38:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.2,2023-05-06 03:36:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.3,2023-05-06 03:34:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.1,2023-05-06 03:32:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.8,2023-05-06 03:30:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.2,2023-05-06 03:28:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.0,2023-05-06 03:26:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.7,2023-05-06 03:24:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.3,2023-05-06 03:22:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.2,2023-05-06 03:20:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.7,2023-05-06 03:18:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.4,2023-05-06 03:16:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.2,2023-05-06 03:14:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.3,2023-05-06 03:12:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.3,2023-05-06 03:10:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.8,2023-05-06 03:08:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.7,2023-05-06 03:06:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.8,2023-05-06 03:04:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.9,2023-05-06 03:02:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.0,2023-05-06 03:00:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.2,2023-05-06 02:58:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.5,2023-05-06 02:56:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.4,2023-05-06 02:54:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,1.9,2023-05-06 02:52:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.2,2023-05-06 02:50:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.6,2023-05-06 02:48:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.2,2023-05-06 02:46:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.3,2023-05-06 02:44:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.5,2023-05-06 02:42:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.2,2023-05-06 02:40:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.0,2023-05-06 02:38:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.0,2023-05-06 02:36:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.8,2023-05-06 02:34:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.8,2023-05-06 02:32:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.4,2023-05-06 02:30:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.4,2023-05-06 02:28:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.4,2023-05-06 02:26:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.7,2023-05-06 02:24:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.2,2023-05-06 02:22:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,2.5,2023-05-06 02:20:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.0,2023-05-06 02:16:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.2,2023-05-06 02:14:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.1,2023-05-06 02:12:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.2,2023-05-06 02:08:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.4,2023-05-06 02:06:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.3,2023-05-06 02:04:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.5,2023-05-06 02:02:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.4,2023-05-06 02:00:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.1,2023-05-06 01:58:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.3,2023-05-06 01:56:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.1,2023-05-06 01:54:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.2,2023-05-06 01:52:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,4.0,2023-05-06 01:50:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.5,2023-05-06 01:48:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.8,2023-05-06 01:44:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.6,2023-05-06 01:42:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,4.0,2023-05-06 01:40:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,4.0,2023-05-06 01:38:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.7,2023-05-06 01:36:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,4.0,2023-05-06 01:34:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,4.2,2023-05-06 01:32:58-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.5,2023-05-06 01:30:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.6,2023-05-06 01:28:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.6,2023-05-06 01:26:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,4.2,2023-05-06 01:24:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.4,2023-05-06 01:22:57-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.8,2023-05-06 01:20:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,4.0,2023-05-06 01:18:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.8,2023-05-06 01:16:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.6,2023-05-06 01:14:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.8,2023-05-06 01:12:55-04:00,42.36599,-71.03481
EW_East_Boston,pm25,4.0,2023-05-06 01:10:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.5,2023-05-06 01:08:54-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.7,2023-05-06 01:06:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.6,2023-05-06 01:04:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,4.1,2023-05-06 01:00:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,4.1,2023-05-06 00:58:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,4.1,2023-05-06 00:56:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.7,2023-05-06 00:54:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,4.1,2023-05-06 00:52:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,4.6,2023-05-06 00:50:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,4.4,2023-05-06 00:48:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,5.0,2023-05-06 00:46:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,4.2,2023-05-06 00:44:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,4.5,2023-05-06 00:42:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,4.5,2023-05-06 00:40:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,4.3,2023-05-06 00:38:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,4.5,2023-05-06 00:36:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,4.4,2023-05-06 00:34:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,4.4,2023-05-06 00:32:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,4.1,2023-05-06 00:30:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,4.2,2023-05-06 00:28:52-04:00,42.36599,-71.03481
EW_East_Boston,pm25,4.3,2023-05-06 00:26:52-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.7,2023-05-06 00:24:52-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.6,2023-05-06 00:22:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,4.1,2023-05-06 00:20:52-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.8,2023-05-06 00:18:53-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.6,2023-05-06 00:16:52-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.2,2023-05-06 00:14:52-04:00,42.36599,-71.03481
EW_East_Boston,pm25,3.8,2023-05-06 00:12:52-04:00,42.36599,-71.03481
EW_East_Boston,pm25,4.0,2023-05-06 00:10:52-04:00,42.36599,-71.03481
